"No.","Time","Source","Destination","Protocol","Length","Info"
"9284","51.749935","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9285","51.759480","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9286","51.763908","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9287","51.768809","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9288","51.778020","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9289","51.783024","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9290","51.790494","128.206.20.43","128.206.20.147","UDP","83","49636  >  60857 Len=41"
"9291","51.792314","128.206.20.43","128.206.20.147","UDP","83","49643  >  60857 Len=41"
"9292","51.793360","128.206.20.43","128.206.20.147","UDP","83","49642  >  60857 Len=41"
"9293","51.794403","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9294","51.798079","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9295","51.803984","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9296","51.804900","128.206.20.43","128.206.20.147","UDP","587","49639  >  60857 Len=545"
"9297","51.808090","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9298","51.817702","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9299","51.827822","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9300","51.837996","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9301","51.848473","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9302","51.849035","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9303","51.853903","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9304","51.858926","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9305","51.868047","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9306","51.871147","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9307","51.878015","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9308","51.883918","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9309","51.888820","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9310","51.893820","128.206.20.43","128.206.20.147","UDP","504","49639  >  60857 Len=462"
"9311","51.900337","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9312","51.908304","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9313","51.915879","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9314","51.918154","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9315","51.927908","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9316","51.937773","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9317","51.937774","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9318","51.950485","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9319","51.958474","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9320","51.959990","128.206.20.43","128.206.20.147","UDP","546","49639  >  60857 Len=504"
"9321","51.963814","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9322","51.968276","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9323","51.980236","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
